Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,Accuracy,N components,RMSECV
412,1,1.0,546,546 wavelengths,0.9864864864864865,4.0,True
412,2,0.937972055474286,393,393 wavelengths,0.9864864864864865,4.0,True
412,3,0.879791576850657,314,314 wavelengths,0.9864864864864865,4.0,True
412,4,0.825219913727574,271,271 wavelengths,0.9864864864864865,4.0,True
412,5,0.7740332186973654,241,241 wavelengths,0.9864864864864865,4.0,True
412,6,0.7260215291469454,219,219 wavelengths,0.9864864864864865,4.0,True
412,7,0.6809879060125446,193,193 wavelengths,0.9864864864864865,4.0,True
412,8,0.6387476259557163,181,181 wavelengths,0.9864864864864865,4.0,True
412,9,0.5991274236470037,168,168 wavelengths,0.9864864864864865,4.0,True
412,10,0.5619647810491933,163,163 wavelengths,0.9864864864864865,4.0,True
412,11,0.5271072607848689,155,155 wavelengths,0.9864864864864865,4.0,True
412,12,0.49441188085380394,139,139 wavelengths,0.9864864864864865,4.0,True
412,13,0.4637445281353502,135,135 wavelengths,0.9864864864864865,4.0,True
412,14,0.4349794082700673,127,127 wavelengths,0.9864864864864865,4.0,True
412,15,0.4079985296640637,117,117 wavelengths,0.972972972972973,4.0,True
412,16,0.38269121949948826,111,111 wavelengths,0.972972972972973,4.0,True
412,17,0.35895366976589616,107,107 wavelengths,0.972972972972973,4.0,True
412,18,0.33668851145035567,100,100 wavelengths,0.972972972972973,4.0,True
412,19,0.3158044151396677,92,92 wavelengths,0.972972972972973,4.0,True
412,20,0.2962157163964089,83,83 wavelengths,0.972972972972973,4.0,True
412,21,0.2778420643721278,79,79 wavelengths,0.972972972972973,4.0,True
412,22,0.2606080922163436,76,76 wavelengths,0.972972972972973,4.0,True
412,23,0.24444310792939605,74,74 wavelengths,0.972972972972973,4.0,True
412,24,0.22928080439105833,68,68 wavelengths,0.972972972972973,4.0,True
412,25,0.2150589873754787,65,65 wavelengths,0.972972972972973,4.0,True
412,26,0.20171932043679625,61,61 wavelengths,0.972972972972973,4.0,True
412,27,0.18920708561897795,59,59 wavelengths,0.972972972972973,4.0,True
412,28,0.17747095900833193,55,55 wavelengths,0.972972972972973,4.0,True
412,29,0.1664628002080379,51,51 wavelengths,0.972972972972973,4.0,True
412,30,0.15613745487113867,49,49 wavelengths,0.972972972972973,4.0,True
412,31,0.14645256948200552,45,45 wavelengths,0.972972972972973,4.0,True
412,32,0.13736841762652738,41,41 wavelengths,0.972972972972973,4.0,True
412,33,0.12884773703840405,39,39 wavelengths,0.972972972972973,4.0,True
412,34,0.12085557675312208,37,37 wavelengths,0.972972972972973,4.0,True
412,35,0.11335915374265627,36,36 wavelengths,0.972972972972973,4.0,True
412,36,0.10632771844282492,35,35 wavelengths,0.972972972972973,4.0,True
412,37,0.09973242862170764,35,35 wavelengths,0.972972972972973,4.0,True
412,38,0.09354623107174559,32,32 wavelengths,0.972972972972973,4.0,True
412,39,0.08774375064023773,30,30 wavelengths,0.9594594594594594,4.0,True
412,40,0.082301186143047,29,29 wavelengths,0.972972972972973,4.0,True
412,41,0.07719621273456559,27,27 wavelengths,0.9594594594594594,4.0,True
412,42,0.07240789033347075,23,23 wavelengths,0.9459459459459459,4.0,True
412,43,0.06791657772864225,23,23 wavelengths,0.9459459459459459,4.0,True
412,44,0.06370385201291369,20,20 wavelengths,0.9459459459459459,4.0,True
412,45,0.059752433014182364,20,20 wavelengths,0.9459459459459459,4.0,True
412,46,0.05604611241390222,19,19 wavelengths,0.9324324324324325,4.0,True
412,47,0.05256968726221077,19,19 wavelengths,0.9324324324324325,4.0,True
412,48,0.04930889761697621,17,17 wavelengths,0.918918918918919,4.0,True
412,49,0.0462503680509663,16,16 wavelengths,0.918918918918919,4.0,True
412,50,0.043381552787207116,15,15 wavelengths,0.918918918918919,4.0,True
412,51,0.0406906842374829,15,15 wavelengths,0.918918918918919,4.0,True
412,52,0.03816672473288696,14,14 wavelengths,0.9459459459459459,4.0,True
412,53,0.03579932124842725,12,12 wavelengths,0.9459459459459459,4.0,True
412,54,0.03357876293597159,12,12 wavelengths,0.9459459459459459,4.0,True
412,55,0.031495941291337044,12,12 wavelengths,0.9459459459459459,4.0,True
412,56,0.029542312792132836,11,11 wavelengths,0.918918918918919,4.0,True
412,57,0.027709863853101133,10,505.164 - 737.734 - 744.246 - 750.305 - 751.169 - 758.927 - 785.835 - 817.378 - 941.147 - 941.537,0.9594594594594594,4.0,True
